Id,Label
7985,7985
7986,7986
7987,7987
7988,7988
7989,7989
7990,7990
7991,7991
7992,7992
7993,7993
7994,7994
7995,7995
7996,7996
7997,7997
7998,7998
7999,7999
8000,8000
8001,8001
8002,8002
8003,8003
8004,8004
8005,8005
8006,8006
8007,8007
8008,8008
8009,8009
8010,8010
8011,8011
8012,8012
8013,8013
8014,8014
8015,8015
8016,8016
8017,8017
8018,8018
8019,8019
8020,8020
8021,8021
8022,8022
8023,8023
8024,8024
8025,8025
8026,8026
8027,8027
8028,8028
8029,8029
8030,8030
8031,8031
8032,8032
8033,8033
8034,8034
8035,8035
8036,8036
8037,8037
7965,7965
7966,7966
7967,7967
7968,7968
7969,7969
7970,7970
7971,7971
7972,7972
7973,7973
7974,7974
7975,7975
7976,7976
7977,7977
7978,7978
7979,7979
7980,7980
7981,7981
7982,7982
7983,7983
7984,7984
8038,8038
8039,8039
8040,8040
8041,8041
8042,8042
8043,8043
8044,8044
8045,8045
8046,8046
8047,8047
8048,8048
8049,8049
8050,8050
8051,8051
8052,8052
8053,8053
8054,8054
8055,8055
8056,8056
8057,8057
7951,7951
7952,7952
7953,7953
7954,7954
7955,7955
7956,7956
7957,7957
7958,7958
7959,7959
7960,7960
7961,7961
7962,7962
7963,7963
7964,7964
8058,8058
8059,8059
8060,8060
8061,8061
8062,8062
8063,8063
8064,8064
8065,8065
8066,8066
8067,8067
8068,8068
8069,8069
8070,8070
8071,8071
7940,7940
7941,7941
7942,7942
7943,7943
7944,7944
7945,7945
7946,7946
7947,7947
7948,7948
7949,7949
7950,7950
8072,8072
8073,8073
8074,8074
8075,8075
8076,8076
8077,8077
8078,8078
8079,8079
8080,8080
8081,8081
8082,8082
7931,7931
7932,7932
7933,7933
7934,7934
7935,7935
7936,7936
7937,7937
7938,7938
7939,7939
8083,8083
8084,8084
8085,8085
8086,8086
8087,8087
8088,8088
8089,8089
8090,8090
8091,8091
7922,7922
7923,7923
7924,7924
7925,7925
7926,7926
7927,7927
7928,7928
7929,7929
7930,7930
8092,8092
8093,8093
8094,8094
8095,8095
8096,8096
8097,8097
8098,8098
8099,8099
8100,8100
7915,7915
7916,7916
7917,7917
7918,7918
7919,7919
7920,7920
7921,7921
8101,8101
8102,8102
8103,8103
8104,8104
8105,8105
8106,8106
8107,8107
7907,7907
7908,7908
7909,7909
7910,7910
7911,7911
7912,7912
7913,7913
7914,7914
8108,8108
8109,8109
8110,8110
8111,8111
8112,8112
8113,8113
8114,8114
8115,8115
7901,7901
7902,7902
7903,7903
7904,7904
7905,7905
7906,7906
8116,8116
8117,8117
8118,8118
8119,8119
8120,8120
8121,8121
7894,7894
7895,7895
7896,7896
7897,7897
7898,7898
