source,target
88,14766
19140,26193
17738,7650
22691,11472
16647,22503
15582,17472
20432,17804
46,12851
21012,6830
17228,20207
7154,11047
23836,23297
5065,23241
10791,1059
2912,4483
9124,7926
22601,18185
12491,24503
21847,3372
1172,482
6823,2410
2846,17968
7716,24814
9829,1386
15258,11227
6033,22242
16280,17137
25050,11113
1662,15413
14157,17823
14157,23492
10762,23246
14661,2959
17819,24479
7650,18444
4825,851
13404,25998
6934,20683
9572,16310
13056,18540
23939,8730
4241,7015
13346,12312
88,21178
22691,9785
24718,23712
1023,6387
13556,25382
122,9593
12885,15999
14379,19677
25910,19316
16853,9862
6512,19114
24559,13371
7357,10477
9249,12051
6179,17655
16006,16357
18778,14648
8864,17137
3501,19501
14542,22601
24706,2410
11445,18185
9306,12606
10310,23855
16921,122
17874,24148
2530,7197
9869,10350
6154,15959
3651,22284
13740,14128
1172,22018
20478,9255
3409,26141
14638,9829
773,15003
14430,22523
11925,15082
19423,10910
21012,16611
17116,5164
19870,11464
15562,19677
676,13411
3766,25108
17655,6774
4834,9433
2133,6610
18778,19645
676,17655
16575,16511
3652,15173
25034,1674
23351,1520
9572,25980
7442,5712
1854,20008
9184,9143
3231,16352
15010,22504
16563,4793
7307,20258
8376,13067
5597,9066
14834,23248
495,1854
10878,26020
5488,17089
12627,8369
22691,22966
24833,543
88,6340
16817,24885
18122,1699
281,18552
15799,13190
15959,283
13813,409
4351,6218
6095,25236
18143,18649
615,9306
19246,20780
2980,17655
8968,11372
20059,7386
10620,21324
11964,6810
15678,23146
8774,21823
21583,16115
12627,1008
20373,15479
19980,12118
3977,2592
22555,10991
3766,3814
570,6179
312,15395
10711,26181
11077,17403
1023,2457
23708,205
11077,23912
8916,9188
18365,17721
1699,25875
7357,6544
9889,9184
2457,4639
19463,22284
23712,12710
18866,14512
1941,25102
22324,7525
24781,10966
24713,2306
24833,1958
21012,17655
6774,5578
17626,11670
16994,14638
14265,20432
12286,12296
15006,16730
6179,14540
21012,18543
12406,20375
3754,17918
23967,23741
20827,15108
12365,12781
23939,16817
3052,5605
20613,10427
10406,2182
10251,17626
5564,2823
2212,12496
357,23300
3323,21943
7013,200
10346,19143
10477,6544
15683,13649
19204,3633
8768,9937
24955,18894
3877,22284
19678,8151
22423,4703
6512,4755
12409,16174
12212,17233
17194,20782
15244,9313
14157,13482
25758,1653
8727,19446
7625,1685
15998,11557
11275,5246
2654,3243
11400,9491
18778,17807
23665,13496
4442,14691
6456,14373
3804,3228
1488,7444
11112,9093
7689,13276
7450,23967
449,7091
7504,12212
15010,2530
3055,20250
11275,2848
3534,15708
2530,9869
8925,16505
15568,17163
3534,6387
10117,14340
10871,18612
8475,26181
10350,19446
19159,11788
8701,570
1995,7197
10376,15325
14540,12781
15582,21930
122,15589
5363,17122
19705,21825
14599,15816
12419,11626
1436,21220
16590,19957
8335,13322
20574,17807
14337,21157
18778,10350
14690,749
6512,20576
3066,11609
19233,20597
24330,5130
7712,5787
19423,22887
18102,1267
2133,14419
23529,281
15321,15108
9572,23770
7689,22426
25628,10805
24833,3917
10117,22320
16754,2568
3652,12423
18365,9387
1265,3502
12334,26190
9593,4836
1563,15708
18894,46
6610,25346
4211,17808
12802,14373
12118,6077
19325,22831
4364,15708
231,16611
9764,832
6857,2526
1153,17501
19423,25777
6944,14372
4354,9397
2710,14599
3630,8768
11241,25271
24330,12165
676,21800
24924,9241
13801,8122
15010,14648
14932,23741
22758,7125
11785,11746
10490,7985
12710,19446
23503,17392
9017,23665
4364,24819
6264,4273
5134,23452
12587,232
1995,9869
2654,16032
13955,23967
7007,24587
19059,321
10004,12453
14265,12691
24705,24506
15003,9785
3909,9439
23986,18587
1293,24615
14379,18952
8403,15571
11861,20567
8045,19870
17439,2250
14834,6482
1311,3983
15846,16607
11472,20562
15678,25575
21012,1234
2335,16108
11416,2851
7635,21178
12781,2212
16258,6825
6675,16264
24718,15933
4550,12373
16368,11821
19140,14317
15244,17807
17968,495
8161,12054
12070,6288
3820,7525
16389,3502
1488,20059
17149,26058
15951,17740
18122,8541
45,12679
3977,19890
13008,11490
18875,23758
23712,7197
19707,21930
7447,14370
22366,18453
3766,21825
26038,16640
19687,14374
3345,15144
4364,15145
13526,17824
13740,4550
8666,11284
6575,62
13649,20664
18866,25346
18051,13385
23939,19297
3372,23452
231,25228
1488,3076
13282,7264
25158,6524
2530,6340
853,19810
8968,21491
3283,14373
15244,2535
6387,15708
12425,7088
14430,3501
18453,10350
6708,9021
21558,19683
1995,21178
6264,7355
23233,21638
12423,18942
9710,19159
11785,676
9870,24475
17807,19114
22527,6907
200,9722
24833,9092
24860,25948
1404,11199
17472,21930
19961,4513
4241,24924
4988,17125
15003,15659
4364,17580
12884,17984
23303,18196
15173,19705
1278,6218
7307,15663
11902,21029
4952,25565
6512,16654
21281,8879
3561,9616
5807,14009
21287,23423
