Id,Label
650,650
647,647
461,461
544,544
614,614
515,515
363,363
348,348
436,436
428,428
400,400
591,591
636,636
630,630
500,500
524,524
553,553
561,561
651,651
597,597
619,619
664,664
666,666
606,606
438,438
370,370
556,556
373,373
665,665
583,583
633,633
680,680
434,434
566,566
604,604
683,683
609,609
376,376
475,475
465,465
580,580
632,632
483,483
579,579
643,643
681,681
577,577
578,578
395,395
663,663
596,596
676,676
635,635
671,671
492,492
567,567
542,542
637,637
684,684
627,627
422,422
412,412
558,558
589,589
685,685
575,575
623,623
625,625
646,646
654,654
611,611
431,431
600,600
582,582
559,559
378,378
612,612
644,644
588,588
599,599
662,662
645,645
513,513
617,617
678,678
640,640
107,107
394,394
592,592
603,603
514,514
615,615
620,620
506,506
423,423
601,601
669,669
628,628
480,480
629,629
391,391
563,563
634,634
590,590
618,618
587,587
173,173
496,496
641,641
661,661
670,670
649,649
672,672
573,573
605,605
653,653
655,655
374,374
626,626
677,677
427,427
616,616
595,595
584,584
598,598
658,658
675,675
576,576
594,594
622,622
659,659
631,631
586,586
682,682
656,656
610,610
34,34
593,593
639,639
657,657
621,621
673,673
652,652
574,574
660,660
648,648
679,679
667,667
